,type,bedroom,bathroom,size(sqft),address,price,lat,long,url
15,Appartement,5 1/2,2,1 230,"3620, boulevard Saint-Elzéar Ouest, Laval, QC, H7M 1E2",2 170,45.5697522,-73.7726033,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/new-5-1-2-in-laval-near-the-marche-440/1579217050
16,Appartement,4 1/2,1,Non disponible,"155-165 Lemoyne est, longueuil, QC, J4H 1V1",895,45.5157917,-73.4960815,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/promotion-4-1-2-155-165-lemoyne-est-longueuil/1562507419
17,Appartement,3 1/2,1,697,"10500 L'ACADIE, montreal, QC, H4N 2V4",1 025,45.5331555,-73.6770601,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/10500-lacadie-3-5-a-louer-ahuntsic-cartierville/1505790426
18,Appartement, 1 ½ ou 2 ½,1,1,"450 Boulevard Curé-Poirier O, Longueuil, QC J4J 5A2, Canada",675,45.5243066,-73.4840879,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/2-1-2-au-coeur-de-longueuil/1582248708
19,Appartement,4 1/2,1,Non disponible,"455 Racine Avenue, Dorval, QC, H9S 3K8",1 220,45.4472488,-73.7375145,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bdrm-available-at-455-racine-avenue-dorval/1553782660
20,Appartement,5 1/2,1,1 150,", H2B 2W3, Montréal, QC, Canada",1 450,45.4472488,-73.7375145,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/55-ans-et-plus:-ahuntsic-est-rdc-5-1-2/1559635015
21,Appartement, 4 1/2 et coin détente,1,1 000,"92 Rue Lahaie, Laval, QC H7G 3A9, Canada",1 100,45.5651727,-73.6828114,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/beau-logement-4-1-piece-des-septembre-2021/1578812764
22,Appartement, 4 1/2 et coin détente,1,1 150,", Montréal H2B 2W3 QC, Canada",1 450,45.5793805,-73.6542011,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ideal-55-ans-et-4-grand-et-eclaire-ahuntsic-est/1557458937
23,Appartement,4 1/2,1,1 000,"H1T2Z7, Canada",1 275,45.5709876,-73.5748233,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/super-apt-41-2-rosemont-renove/1580017197
24,Appartement,4 1/2,1,900,"H1B4N2, Canada",830,45.6357812,-73.493708,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-aire-ouverte-a-louer-pour-1-sept-cession-de-bail/1582247139
25,Appartement,4 1/2,2,1 200,"6300 Lennox, Montreal, QC, H3S 2N8",2 495,45.5126624,-73.6240373,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/41-2-2-bedrooms-chambres-ad-outremont-cdn-penthouse/1577784809
26,Appartement,3 1/2,1,Non disponible,"1000 Pratt, Montreal, QC, H2V 2V3",1 375,45.5158395,-73.624471,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/for-rent-3-1-2-outremont-1-bedroom-stanislass-september/1540931401
27,Appartement,4 1/2,1,Non disponible,"1000 Pratt, Montreal, QC, H2V 2V3",1 695,45.5158395,-73.624471,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/outremont-41-2-octobre-2-chambres-bedrooms-september/1505846054
28,Appartement,4 1/2,1,728,"9430,Boul. Lacordaire, St-Léonard, QC, H1R 3N3",1 495,45.599479,-73.6125858,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-neuf-41-2-a-louer-saint-leonard-a-partir-du-1495/1528170374
29,Appartement,4 1/2,1,Non disponible,"3280 DE LA PÉPINIÈRE, MONTREAL, QC, H1N 3N4",1 295,45.5781496,-73.5444719,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-4-1-2-renove-pres-de-metro-cadillac/1553548559
30,Appartement,3 1/2,1,Non disponible,"3280 DE LA PÉPINIÈRE, MONTREAL, QC, H1N 3N4",995,45.5781496,-73.5444719,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-31-2-renove-pres-de-metro-cadillac/1564857144
