,type,bedroom,bathroom,size(sqft),address,price,Postal Code,lat,long,url
0,Appartement, 1 ½ ou 2 ½,1,325,"80 Av. des Pins, Montréal, QC H2W 1R1, Canada",1 000,H2W,45.5141,-73.57566,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studios-a-louer-tout-inclus-studios-for-rent-all-included/1573933564
1,Appartement,4 1/2,1,880,"Rue Sherbrooke E, Montréal, QC H2L 1L8, Canada",1 575,H2L,45.52225,-73.56557,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-5-pour-le-1er-octobre-avec-un-a-c-14000btu-neuf-a-donner/1579213363
2,Appartement,4 1/2,1,Non,"1445 Ouimet St, Saint-Laurent, QC, H4L 3R2",1 045,H4L,45.51875,-73.68765,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/2-bedroom-apartment-for-rent-get-1-month-free/1571153837
3,Appartement,4 1/2,1,Non,"688 Rue Notre-Dame Ouest, Montreal, QC, H3W 1J4",1 900,H3C,45.50011,-73.55975,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bedroom-condo-griffintown-old-port-2-months-free/1505844409
4,Appartement,4 1/2,1,Non,"6920-40 De L' Épée, Montreal, QC, H3N 2E1",890,H3N,45.52695,-73.62076,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/super-4-1-2-de-l-epee-parc-extension/1562064046
5,Appartement, 1 ½ ou 2 ½,1,350,", Montréal H2J 2M5 QC, Canada",535,H2J,45.52908,-73.59548,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/rue-st-denis-studio-demi-sous-sol-frais-peint/1582657175
6,Appartement,4 1/2,1,850,"1525 Av Victoria, Saint-Lambert, QC J4R 1R6, Canada",1 109,J4V,45.48846,-73.49115,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/appartement-4-1-2-chien-accepte-rez-de-chausse/1582656990
7,Appartement,3 1/2,1,800,"H1T3J2, Canada",880,H1T,45.5665,-73.57878,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/impeccable-3-1-2-a-louer-dans-rosemont-chauffage-inclus/1582656912
8,Appartement,3 1/2,1,500,"1935 Rue Tupper, Montréal, QC H3H 1N6, Canada",1 175,H3H,45.49191,-73.58015,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/downtown-montreal-renovated-3-1-2-all-inclusive-apt-3/1557370999
9,Appartement,3 1/2,1,Non disponible,"1035 Rue Des Francs-Bourgeois, Boisbriand, QC, J7H1M9",1 220,J7H,45.62736,-73.85412,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/3-1-2-condominium-de-qualite-superieure-a-boisbriand/1544935655
10,Appartement,4 1/2,1,900,"1035 Rue Des Francs-Bourgeois, Boisbriand, QC, J7H1M9",1 705,J7H,45.62736,-73.85412,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/4-1-2-condominium-de-qualite-superieure-a-boisbriand/1544935653
11,Appartement,4 1/2,2,1 120,"80 Chemin Du Bord-du-Lac-Lakeshore, Pointe-Claire, QC, H9S4H6",2 560,H9S,45.44726,-73.79822,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/4-1-2-2-baths-pointe-claire/1575363393
12,Appartement,4 1/2,1,690,"1400 Maisonneuve Est, Montréal, QC, H2L2X4",1 870,H3G,45.52088,-73.5558,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-months-free-2-bedrooms-apartment-to-rent-montreal-village/1579811355
13,Appartement,3 1/2,1,715,"80 Chemin Du Bord-du-Lac-Lakeshore, Pointe-Claire, QC, H9S4H6",1 645,H9S,45.44726,-73.79822,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/large-3-1-2-pointe-claire-september/1581332874
14,Appartement,3 1/2,1,535,"1400 Maisonneuve Est, Montréal, QC, H2L2X4",1 590,H3G,45.52088,-73.5558,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-3-a-louer-montreal-ville-marie/1564868062
15,Appartement, 1 ½ ou 2 ½,1,415,"1400 Maisonneuve Est, Montréal, QC, H2L2X4",1 200,H3G,45.52088,-73.5558,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/furnished-short-term-studio-downtown-montreal-all-incls/1580853478
16,Appartement,4 1/2,1,680,"3794 Henri-Bourassa, Montréal-Nord, QC, H1H1K2",1 100,H1H,45.59194,-73.64638,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/beau-4-ahuntsic-octobre-1100-00/1579776660
17,Appartement,4 1/2,1,745,"7050 Bombardier, Anjou, QC, H1J2G1",1 267,H7S,45.58095,-73.74271,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/anjou-4-1-2-tout-inclus-novembre/1580281649
18,Appartement,4 1/2,1,745,"7050 Bombardier, Anjou, QC, H1J2G1",1 456,H1J,45.6051,-73.58796,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/1-mois-gratuit-4-1-2-tout-inclus/1575369686
19,Appartement,4 1/2,1,720,"4435 Bellechasse, Montréal, QC, H1T3R9",1 195,H1T,45.56516,-73.57302,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-mois-gratuit-4-renove-rosemont-pie-ix/1569980849
20,Appartement,3 1/2,1,650,"H2P2K9, Canada",1 000,H2P,45.54218,-73.63876,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-a-louer-villeray/1582656282
21,Appartement,3 1/2,1,850,"200 Bd D'Anjou, Châteauguay, QC J6K 1C5, Canada",1 150,J6K,45.35961,-73.72627,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/appartement-logement-condo-neuf-a-louer-a-chateauguay/1521455227
22,Appartement, 4 1/2 et coin détente,1,1 128,"150 de la maconnerie, j6k1g2, Châteauguay, QC",1 350,J6J,45.35682,-73.75871,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/appartement-condo-a-louer-avec-garage/1581628981
23,Appartement,5 1/2,1.5,1 260,"150 de la maconnerie, j6k1g2, Châteauguay, QC",1 650,J6J,45.35682,-73.75871,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/appartement-condo-a-louer-avec-garage/1581631872
24,Appartement,4 1/2,1,1 110,"Avenue Fouquet, Candiac, QC J5R, Canada",1 500,J5R,45.37926,-73.52533,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/logement-condo-appartement-avec-garage-double-candiac/1463482133
25,Appartement, 1 ½ ou 2 ½,1,250,"16405 Av. Bourdages S, Saint-Hyacinthe, QC J2T 4G9, Canada",650,J2T,45.61658,-72.94365,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-2-5-semi-meuble-ste-hyacinthe/1582656118
26,Appartement,4 1/2,1,Non disponible,"610 RUE MARTEL, RICHELIEU, QC, J3L 5R6",995,J3L,45.44144,-73.24553,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/promotion-4-1-2-a-louer-pres-de-tout/1563740851
27,Appartement,4 1/2,1,650,"H2P2K9, Canada",1 200,H2P,45.54218,-73.63876,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-sous-sol-a-louer-villeray/1582656073
28,Appartement,5 1/2,1,Non disponible,"5199 East Sherbrooke East, Suite 3361, Montreal, QC, H1T 3X2",2 500,H1T,45.56954,-73.55349,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-bdrm-available-at-5199-east-sherbrooke-east-suite-3361/1553782770
29,Appartement,4 1/2,1,1 200,"H1W2Z3, Canada",1 250,H1W,45.54562,-73.5542,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renove-grand-41-2-metro-joliette-prefontaine-il/1582655663
30,Appartement, 1 ½ ou 2 ½,1,300,"2065 Boul Henri-Bourassa E, Montréal, QC H2B 1S7, Canada",625,H2B,45.57337,-73.65736,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-bachelor-renove-dans-ahuntsic/1582655056
31,Appartement,5 1/2,1.5,Non disponible,"6300 Lennox, Montreal, QC, H3S 2N8",1 796,H3S,45.51266,-73.62404,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/51-2-3-bedrooms-outremont-adj-august-september/1528581783
32,Appartement,4 1/2,1,Non disponible,"6300 Lennox, Montreal, QC, H3S 2N8",1 450,H3S,45.51266,-73.62404,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/41-2-2-bedrooms-chambres-ad-outremont-octobre/1505768287
33,Appartement,3 1/2,1,580,"6300 Lennox, Montreal, QC, H3S 2N8",1 100,H3S,45.51266,-73.62404,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/outremont-adj-31-2-1-bedroom-chambre-hec-august/1505768246
34,Appartement,4 1/2,2,1 000,"Saint-André, Terrebonne j6w3c7 QC",1 700,J6W,45.69407,-73.63484,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/logement/1582655453
35,Appartement,3 1/2,1,750,"2320 Rue Sheppard, Montréal, QC H2K 3K9, Canada",990,H2K,45.53302,-73.55924,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/furnished-3-1-2-close-to-downtown-rent-at-990-plus-utilities/1582655370
36,Appartement,4 1/2,1,650,"Pointe-aux-Trembles, QC H1B 2S2, Canada",894,H1B,45.64684,-73.49263,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/superbe-4-style-condo-1-mois-gratuit/1582654852
37,Appartement, 1 ½ ou 2 ½,1,Non,"5885 Cavendish Boulevard, Montreal, QC, H4W 3H2",1 175,H4W,45.4784,-73.66573,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/loyer-du-1er-mois-gratuit-free-first-months-rent-more/1577311504
38,Appartement,4 1/2,1,Non,"5885 Cavendish Boulevard, Montreal, QC, H4W 3H2",1 525,H4W,45.47825,-73.66589,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/loyer-du-1er-mois-gratuit-free-first-months-rent-more/1549173456
39,Appartement, 1 ½ ou 2 ½,1,Non,"1155 Mackay Street, Montreal, QC, H3G 0G2",1 750,H3B,45.49483,-73.57459,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/50-de-reduction-sur-votre-loyer-50-off-your-rent-for-2-months/1577311154
40,Appartement,3 1/2,1,Non,"329, boulevard Hymus, Pointe-Claire, QC, H9R 0C9",1 495,H9R,45.454,-73.83568,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/1-ch-3-1-2-1-bed-appartements-a-louer-a-pointe-claire/1563407642
41,Appartement, 3 1/2 et coin détente,1,Non,"1540 Avenue Summerhill, Montréal, QC, H3H 1C1",1 325,H3H,45.49702,-73.58326,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-ch-1-sdb-montreal-1-325-mo/1563407227
42,Appartement,4 1/2,2,Non,"1540 Avenue Summerhill, Montréal, QC, H3H 1C1",1 925,H3H,45.49702,-73.58326,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-ch-2-sdb-montreal-1-925-mo/1563407223
43,Appartement,4 1/2,1,Non,"5002 Rue Sherbrooke Ouest, Westmount, QC, H3Z 1H4",1 895,H3Z,45.47715,-73.60532,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-ch-1-sdb-westmount-1-895-mo/1563407220
44,Appartement,4 1/2,1,Non,"25 Avenue Vincent-D'Indy, Montréal, QC, H2V 2S8",1 895,H2V,45.51091,-73.61421,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/quartier-dynamique-recemment-renove-outremont/1563407231
45,Appartement,4 1/2,2,Non,"1535 Avenue Summerhill, Montréal, QC, H3H 1C2",1 895,H3H,45.49748,-73.5837,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-spacieux-tres-pres-du-centre-ville-renove/1563407222
46,Appartement, 3 1/2 et coin détente,1,Non,"25 Avenue Vincent-D'Indy, Montréal, QC, H2V 2S8",1 365,H2V,45.51091,-73.61421,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-ch-1-sdb-montreal-1-365-mo/1563407228
47,Appartement,4 1/2,1.5,Non,"50 Avenue Willowdale, Montréal, QC, H3T 1G1",1 895,H3T,45.51009,-73.61363,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-ch-1-sdb-montreal-1-895-mo/1563407229
48,Appartement,4 1/2,2,Non,"5745 Chemin de la Côte-Saint-Luc, Hampstead, QC, H3X 2E5",1 595,H3X,45.47801,-73.63243,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-ch-2-sdb-hampstead-1-595-mo/1563407221
49,Appartement, 3 1/2 et coin détente,1,Non,"5725 Chemin de la Côte-Saint-Luc, Hampstead, QC, H3X 2E6",1 135,H3X,45.47824,-73.63156,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/hampstead-house-unite-503/1563407216
50,Appartement,5 1/2,1,1 100,"289 Rue Saint-Lambert, Salaberry-de-Valleyfield, QC J6T 1V2, Canada",1 000,J6T,45.24864,-74.14537,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/5-1-2-valleyfield/1582454137
51,Appartement,4 1/2,1,600,"3751 Rue Evelyn, Verdun, QC H4G 1P5, Canada",990,H4G,45.46653,-73.57013,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-de-4-pieces-1-2/1582453958
52,Appartement,4 1/2,1,1,"103 Bd Sainte-Foy, Longueuil, QC J4J 1W7, Canada",830,J4J,45.53038,-73.48625,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/4-1-2-petit-logement-longueuil/1572900573
53,Appartement, 1 ½ ou 2 ½,1,800,"5135 Rue de Paisley, Saint-Léonard, QC H1S 1V1, Canada",750,H1S,45.57553,-73.57956,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-1-2-sous-sol-st-leonard-01-sept-21/1582452465
54,Appartement,4 1/2,1,1,"3625 Rue de Verdun, Verdun, QC H4G 1K5, Canada",1 200,H4G,45.46773,-73.57109,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-on-rue-de-verdun/1582450706
55,Appartement, 1 ½ ou 2 ½,1,250,"6905 2e Av., Montréal, QC H1Y 2Z7, Canada",580,H1Y,45.55425,-73.59637,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/11-2-rosemont/1582449072
56,Appartement,4 1/2,1,750,"H1W2Y8, Canada",1 400,H1W,45.54334,-73.54799,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/jolie-appartement-meuble-equipe-tout-inclus/1582447948
57,Appartement,3 1/2,1,550,"9860 Rue de Lille, Montréal, QC H2B 2P7, Canada",830,H2B,45.57197,-73.6436,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-entierement-renove-rdc-deux-balcons-cours-stationnement/1582447542
58,Appartement,4 1/2,1.5,875,"810 Place Hélène Boullé, Boucherville J4B2A7 QC",975,J4B,45.59699,-73.44929,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/boucherville-41-2-toit-cathedrale/1582446948
59,Appartement,3 1/2,1,550,"9860 Rue de Lille, Montréal, QC H2B 2P7, Canada",790,H2B,45.57197,-73.6436,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-entierement-renove-avec-cours-stationnement/1582446846
60,Appartement, 1 ½ ou 2 ½,1,300,"2131 DE CHAMPLAIN, H2L 3Z9, ARRONDISSEMENT VILLE MARIE, QC",625,H2L,45.52596,-73.56157,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-1-2-pres-du-parc-lafontaine-du-metro-papineau-et-sherbrooke/1582446755
61,Appartement, 1 ½ ou 2 ½,1,1,"51 Rue Hasting, Dollard-des-Ormeaux, QC H9G 1Y3, Canada",995,H9G,45.47836,-73.84147,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/studio-for-lease-transfer-urgent-september/1582446445
62,Appartement, 1 ½ ou 2 ½,1,150,"3632 R. Saint-Denis, Montréal, QC H2X 3L7, Canada",625,H2X,45.51796,-73.57005,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/rue-denis-studio-11-2-a-louer-renove-planchers-de-bois/1582445549
63,Appartement,3 1/2,1,1,"3250 Av. Forest Hill, Montréal, QC H3V 1C8, Canada",1 195,H3V,45.49447,-73.60778,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2:-8-month-lease-transfer-and-2-of-those-months-free/1581697069
64,Appartement,3 1/2,1,600,"3340 Bd Cartier O, Laval, QC H7V 2N2, Canada",850,H7V,45.53981,-73.7318,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/appartement-3-1-2-a-louer-boul-cartier-ouest/1579097705
65,Appartement,4 1/2,2,Non,"4934 rue du Piedmont, Montreal, QC, H3V 1E2",2 890,H3V,45.49435,-73.61693,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4932-4936-rue-du-piedmont-4934-rue-du-piedmont-house-for-rent/1582440713
66,Appartement,4 1/2,1,9 999,"2195 Rue le Caron, Montréal, QC H4E 1K7, Canada",670,H4E,45.46231,-73.59448,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-5-grand-dernier-etage-verdun-1-octobre-670/1582441834
67,Appartement,4 1/2,1,Non,"688 Rue Notre-Dame Ouest, Montreal, QC, H3W 1J4",1 900,H3C,45.50011,-73.55975,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bedroom-condo-griffintown-old-port-2-months-free/1505844409
68,Appartement, 1 ½ ou 2 ½,1,382,"1433 rue Towers, Montreal, QC, H3H 2E3",964,H3H,45.49276,-73.5815,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1433-towers-0-bedroom-1-bathroom-studio-for-rent/1575515389
69,Appartement, 1 ½ ou 2 ½,1,Non,"105 Milton Street, Montreal, QC, H2X 2N5",1 005,H2X,45.51159,-73.57166,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/bachelor-in-the-heart-of-montreal/1561221937
70,Appartement,3 1/2,1,990,"4545 Walkley Avenue, Montreal, QC, H4B 2K8",1 300,H4B,45.46557,-73.63759,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/fully-renovated-great-location-spacious-suites/1568550865
71,Appartement,3 1/2,1,710,"4800 rue Paul-Pouliot, Pierrefonds, QC, H9K 0A7",1 170,H9K,45.45887,-73.89546,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/nouveau-condo-3-1-2-a-louer-a-pierrefonds/1505845188
72,Appartement,3 1/2,1,600,"2426 Rue Saint-Georges, Longueuil, QC J4K 4B2, Canada",775,J4K,45.51274,-73.47903,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/petit-31-2-a-longueuil-libre-1-septembre/1582441798
73,Appartement, 1 ½ ou 2 ½,1,400,"PLUSIEURS CHOIX, ST LEONARD, QC, H1P 2X9",550,H1P,45.59743,-73.59747,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/st-leonard-super-21-2-meuble-libre-immediatement/1582439982
74,Appartement, 1 ½ ou 2 ½,1,Non,"222 Rue de Woodstock, South Shore, QC, J4P 3R3",1 049,J4P,45.50015,-73.50934,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/grand-luxe-studio-tout-inclus-st-lambert-montreal/1528811005
75,Appartement, 1 ½ ou 2 ½,1,Non,"222 Rue de Woodstock, South Shore, QC, J4P 3R3",949,J4P,45.50014,-73.50949,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/studio-tout-inclus-pour-un-mode-de-vie-de-qualite/1579689586
76,Appartement,4 1/2,1,Non,"222 Rue de Woodstock, South Shore, QC, J4P 3R3",1 399,J4P,45.50015,-73.50934,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/4-1-2-2br-tout-inclus-vie-de-qualite-st-lambert-montreal/1505846739
77,Appartement,4 1/2,1,Non,"575 Glengarry Ave., Montreal, QC, H3R 1B3",1 900,H3R,45.50848,-73.66065,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/mount-royal-de-la-savane-metro-zone-securitaire-ensoleille/1581376818
78,Appartement,5 1/2,1,Non disponible,"2330 Oxford, montreal, QC, H4A 2X8",1 295,H4A,45.471,-73.6144,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-ndg-great-value-ideal-location/1557309888
79,Appartement,3 1/2,1,Non,"575 Glengarry Ave., Montreal, QC, H3R 1B3",1 350,H3R,45.50848,-73.66065,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/mount-royal-de-la-savane-metro-zone-securitaire-ensoleillee/1581376921
80,Appartement,5 1/2,1,1 100,"5488 Avenue Jeanne-d'Arc, Montreal, QC, H1X 2G1",1 650,H1X,45.55875,-73.5704,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/rosemont-superbe-5-1-2-renove-2e-etage/1581857618
81,Appartement,3 1/2,1,750,"Parthenais, H2H2G5, Montreal, QC",1 500,H2H,45.53542,-73.56891,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/superbe-3-1-2-chauffe-a-louer-plateau-mont-royal/1581857631
82,Appartement,4 1/2,1,800,"6750 Rue Marquette, Montreal, QC, H2G 2Y8",1 450,H2G,45.54445,-73.60157,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/rosemont-superbe-4-1-2-lumineux-chauffage-wifi-inclus/1581855546
83,Appartement,5 1/2,1,1 050,"2342 Rue Fullum, Montreal, QC, H2K 3P2",1 595,H2K,45.53246,-73.5598,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ville-marie-magnifique-5-1-2-renove-metro-frontenac/1581857180
84,Appartement,3 1/2,1,1 000,"1332 Rue Sainte-Catherine E, Montreal, QC, H2L 2H5",1 225,H2L,45.51967,-73.55495,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ville-marie-magnifique-3-1-2-terrasse-privee-metro-beaudry/1581856297
85,Appartement,3 1/2,1,550,"2046 Rue Masson, Montreal, QC, H2H 1A6",1 050,H2H,45.53925,-73.58178,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/rosemont-superbe-3-1-2-renove-2e-etage/1581855333
86,Appartement, 1 ½ ou 2 ½,1,400,"1938 Rue Tupper #3, Montreal, QC, H2H 1N5",1 050,H3H,45.49169,-73.58,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/downtown-superb-studio-furnished-metro-guy-concordia/1581852007
87,Appartement,4 1/2,1,800,"8695 Avenue André-Grasset, Montreal, QC, H2M 2L3",1 200,H2M,45.55612,-73.63201,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ahuntsic-superbe-4-1-2-renove-2e-etage/1581855449
88,Appartement, 3 1/2 et coin détente,1,900,"Rue Sauvé E, Montréal, QC, Canada",1 200,H2C,45.56203,-73.64964,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ahunstic-beau-loft-atelier-de-900pi-ca/1569741759
89,Appartement,4 1/2,2,1 112,"965 Avenue Saint-Charles, Saint-Lambert, QC, J4P 0B2",Sur,J4P,45.50414,-73.49505,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/loggia-saint-lambert-4-1-2-disponible-cle-en-main/1572962478
90,Appartement,3 1/2,1,Non disponible,"5795, avenue Decelles, Montréal, QC, H3S 2C4",975,H3S,45.50159,-73.62692,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-3-udem-hec-hopital-ste-justine/1557310607
91,Appartement,4 1/2,1,Non,"3510 Rue de la Montagne, Montréal, QC, H3G 2A6",1 900,H3G,45.49742,-73.57327,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-ch-1-sdb-montreal-1-900-mo/1537644712
92,Appartement, 1 ½ ou 2 ½,1,Non,"1430 Saint-Marc, Montreal, QC, H3H 2G3",880,H3H,45.49302,-73.58117,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-1-1-2-pres-station-guy-concordia/1552240237
93,Appartement, 1 ½ ou 2 ½,1,Non disponible,"5795, avenue Decelles, Montréal, QC, H3S 2C4",975,H3S,45.50159,-73.62692,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-5-universite-de-montreal-hec-cdn/1557253002
94,Appartement,3 1/2,1,Non,"5795, avenue Decelles, Montréal, QC, H3S 2C4",865,H3S,45.50159,-73.62692,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/promo-1-ideal-pour-etudiants-udem-hec-poly-hopital/1557253003
95,Appartement,3 1/2,1,905,"1800 Victoria 1800 Victoria, Saint-Lambert, QC, J4V 1M3",1 225,J4V,45.48239,-73.48186,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/3-1-2-saint-lambert-1-month-free-id-1406/1577470371
96,Appartement,3 1/2,1,700,"2021 Atwater, Montreal, QC, H3H 2P2",1 248,H3Z,45.49052,-73.58601,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-bedroom-apt-downtown-utilities-included-1min-metro-atwater/1567914861
97,Appartement,3 1/2,1,Non,"1430 Saint-Marc, Montreal, QC, H3H 2G3",1 050,H3H,45.49302,-73.58117,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-3-1-2-pres-station-guy-concordia/1552217796
98,Appartement,3 1/2,1,Non disponible,"2460 Benny Crescent, Montreal, QC, H4B 2P9",1 000,H4B,45.46349,-73.62603,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-bdrm-available-at-2460-benny-crescent-montreal/1572872638
99,Appartement, 1 ½ ou 2 ½,1,Non disponible,"3601, rue Sainte-Famille, Montréal, QC, H2X 2L6",1 175,H2X,45.51199,-73.57455,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-5-promo-mcgill-_-dispo-des-maintenant/1557215542
100,Appartement,4 1/2,1,850,"1839 Avenue Jeanne-d'Arc, Montreal, QC, H1W 3V2",1 395,H1W,45.54924,-73.54042,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/hochelaga-magnifique-4-1-2-neuf-au-2e-etage-metro-pie-ix/1581850621
101,Appartement, 4 1/2 et coin détente,1,861,"5025 Rue Jean-Talon O, Montréal, QC H4P 1W7, Canada",1 800,H4P,45.49625,-73.65108,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/urgent-opportunite-incroyable/1581849348
102,Appartement,4 1/2,1,900,"H3S 2L6, Canada",1 200,H3S,45.51098,-73.62613,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/spacious-4-5-1200-could-be-sold-with-washing-machine/1581847086
103,Appartement,4 1/2,1,800,"287 Av. Stirling, LaSalle, QC H8R 3W2, Canada",900,H8R,45.4334,-73.65825,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/900-4-1-2-for-rent-in-lasalle-4-1-2-a-louer-a-lasalle/1581846938
104,Appartement,3 1/2,1,600,"8670 Rue Jean-Brillon #101, LaSalle, QC H8N 2H9, Canada",900,H8N,45.42677,-73.62467,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-in-lasalle-elect-heat-hot-water-incl/1581846597
105,Appartement, 7 1/2 +,1,1 400,"212 Boul Crémazie E, Montreal, QC, H2P 1E3",1 725,H2P,45.54369,-73.63968,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ahuntsic-spacieux-7-1-2-avec-cour-arriere-metro-cremazie/1581842277
106,Appartement,5 1/2,1,700,"2219 Bd Edouard-Montpetit, Montréal, QC H3T 1J3, Canada",2 000,H3T,45.50787,-73.61503,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-de-3-chambres-tout-inclus-en-face-de-l/1576299630
107,Appartement,3 1/2,1,Non,"12014 Rue Lachapelle, Ahuntsic-Cartierville (Montréal), QC, H4J 2M4",1 135,H4K,45.52672,-73.7151,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartements-neufs-abordables-a-louer-ahuntsic-cartierville/1581838560
